,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2705,2549587-20230816,2915633,384078,1,EUGENE KALER,EUGENE KALER,625 W ARLINGTON PL,CHICAGO,IL,60614,43.0,29.0,43-29,19.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2549587,RENEW,,06/15/2023,08/17/2023,N,08/16/2023,08/15/2025,,08/17/2023,AAI,,,41.92660052,-87.644996843,"(41.92660051960672, -87.64499684349143)"
2707,2900541-20230320,2900541,248310,2,JOHN W. NAYLOR,JOHN NAYLOR,4747 S DR MARTIN LUTHER KING JR DR  315,CHICAGO,IL,60615,3.0,30.0,3-30,2.0,4406,Peddler License,770,"Peddler (Over 65 Years of Age) - Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2900541,ISSUE,03/20/2023,03/20/2023,03/20/2023,N,03/20/2023,05/15/2024,,03/20/2023,AAI,,56.0,41.807995569,-87.616404865,"(41.80799556913032, -87.6164048651788)"
2753,2900739-20230522,2900739,474504,4,"INSOMNIA COOKIES OPERATORS, LLC",INSOMNIA COOKIES,1335 W TAYLOR ST GROUND LEVEL,CHICAGO,IL,60607,28.0,,28-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2900739,ISSUE,03/24/2023,03/24/2023,03/24/2023,N,05/22/2023,05/15/2025,05/22/2023,05/22/2023,AAI,,,41.86924511,-87.660643528,"(41.869245109731, -87.66064352840917)"
2754,2857458-20220819,2857458,487616,1,BHI RESIDENTIAL LONG TERM CORPORATION,SENTRAL,808 S MICHIGAN AVE,CHICAGO,IL,60605,4.0,,4-,,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2857458,ISSUE,07/14/2022,07/14/2022,07/14/2022,N,08/19/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.871717548,-87.624312777,"(41.87171754808042, -87.62431277689711)"
2758,2753331-20221016,2866926,470117,1,TACO FIESTA GRILL  LULU  INC.,TACO FIESTA GRILL,5636 W ROOSEVELT RD,CHICAGO,IL,60644,29.0,,29-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2753331,RENEW,,08/15/2022,08/18/2022,N,10/16/2022,10/15/2024,08/18/2022,08/19/2022,AAI,,,41.865683357,-87.765889921,"(41.865683357446635, -87.76588992124789)"
2763,2579054-20220916,2857479,241,2,CHICAGO PALM INC,PALM RESTAURANT,323 E WACKER DR 1,CHICAGO,IL,60601,42.0,,42-,1.0,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2579054,RENEW,,07/15/2022,08/18/2022,N,09/16/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.887556041,-87.619655093,"(41.887556040948596, -87.61965509328479)"
2771,2749617-20221016,2866868,469831,1,BRIGHTBOT INC.,BRIGHTBOT INC,965 W CHICAGO AVE FIRST N/A,CHICAGO,IL,60642,27.0,,27-,,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2749617,RENEW,,08/15/2022,08/19/2022,N,10/16/2022,10/15/2024,08/19/2022,08/19/2022,AAI,,29.0,41.896202941,-87.652413126,"(41.89620294071183, -87.65241312565828)"
2773,2890877-20230320,2890877,493688,1,"THE UNDERSTUDY COFFEE AND BOOKS, LLC",THE UNDERSTUDY COFFEE AND BOOKS,5531 N CLARK ST,CHICAGO,IL,60640,48.0,,48-,,1006,Retail Food Establishment,781 | 904 | 1050,Sale of Food Prepared Onsite With Dining Area | Retail Sales of General Merchandise | Preparation and Sale of Coffee and/or Drinks,2890877,ISSUE,01/26/2023,01/26/2023,01/31/2023,N,03/20/2023,04/15/2025,03/17/2023,03/20/2023,AAI,,22.0,41.982613034,-87.668426289,"(41.982613033865064, -87.66842628885883)"
2781,2579056-20220916,2857477,241,2,CHICAGO PALM INC,PALM RESTAURANT,323 E WACKER DR 1,CHICAGO,IL,60601,42.0,,42-,1.0,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2579056,RENEW,,07/15/2022,08/18/2022,N,09/16/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.887556041,-87.619655093,"(41.887556040948596, -87.61965509328479)"
2784,2646363-20230716,2910801,455924,1,FRIENDS OF NORTHSIDE COLLEGE PREP HIGH SCHOOL,FRIENDS OF NORTHSIDE COLLEGE PREP HIGH SCHOOL,5501 N KEDZIE AVE,CHICAGO,IL,60625,39.0,,39-,,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,2646363,RENEW,,05/15/2023,05/19/2023,N,07/16/2023,07/15/2024,05/19/2023,05/22/2023,AAI,,,41.981351962,-87.708671918,"(41.9813519623745, -87.70867191793931)"
2793,2867417-20220819,2867417,326157,3,"SPERCO ASSOCIATES, INC.","SPERCO ASSOCIATES, INC.",180 N STETSON AVE 35 3500,CHICAGO,IL,60601,42.0,,42-,,1010,Limited Business License,619,Business and Management Consulting,2867417,C_LOC,08/16/2022,08/16/2022,08/18/2022,N,08/19/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
2803,2797148-20221016,2865369,356850,7,KRONOX EXPRESS INC.,ENVIOS DE DINERO,5155 W DIVERSEY AVE 1,CHICAGO,IL,60639,31.0,,31-,,1010,Limited Business License,897,Financial Services Commercial Office,2797148,RENEW,,08/15/2022,08/18/2022,N,10/16/2022,10/15/2024,08/18/2022,08/19/2022,AAI,,,41.931293627,-87.756141825,"(41.93129362682383, -87.75614182542914)"
2807,2579055-20220916,2857478,241,2,CHICAGO PALM INC,PALM RESTAURANT,323 E WACKER DR 1,CHICAGO,IL,60601,42.0,,42-,1.0,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2579055,RENEW,,07/15/2022,08/18/2022,N,09/16/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.887556041,-87.619655093,"(41.887556040948596, -87.61965509328479)"
2812,2867413-20220819,2867413,326161,3,"SPERCO TECHNOLOGY GROUP, LLC","SPERCO TECHNOLOGY GROUP, LLC",180 N STETSON AVE 35 3500,CHICAGO,IL,60601,42.0,,42-,,1010,Limited Business License,619,Business and Management Consulting,2867413,C_LOC,08/16/2022,08/16/2022,08/18/2022,N,08/19/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
2819,2862748-20220819,2862748,487963,1,B&B ICE CREAM AND CANDY EXPRESS LLC,B&B ICE CREAM AND CANDY,1308 W 95TH ST,CHICAGO,IL,60643,21.0,,21-,,1006,Retail Food Establishment,767 | 782 | 1050,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite Without Dining Area | Preparation and Sale of Coffee and/or Drinks,2862748,ISSUE,07/26/2022,07/26/2022,07/26/2022,N,08/19/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.721413383,-87.655781785,"(41.721413383167445, -87.65578178510997)"
2824,2841476-20230522,2841476,20476,3,"T MECHANICAL, INC.","T MECHANICAL, INC.",8405 S MAY ST,CHICAGO,IL,60620,17.0,,17-,,4404,Regulated Business License,1094,"Heating, Ventilation and Air Conditioning Services - Residential Only (Home Based Business)",2841476,C_LOC,04/14/2022,04/14/2022,06/08/2022,N,05/22/2023,05/15/2024,06/08/2022,05/22/2023,AAI,,,41.741208608,-87.652127763,"(41.74120860778678, -87.65212776269128)"
2839,2851460-20220613,2851460,486676,1,ANDREITA SIMONA VILLAGOMEZ,ANDREITA SIMONA VILLAGOMEZ,1409 W MARQUETTE RD,CHICAGO,IL,60636,16.0,29.0,16-29,7.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2851460,ISSUE,06/13/2022,06/13/2022,06/13/2022,N,06/13/2022,06/15/2024,,06/13/2022,AAI,,,41.772147085,-87.659559087,"(41.7721470850772, -87.65955908741212)"
2849,2863572-20220819,2863572,88943,19,"CHICAGO CARES, INC.","CHICAGO CARES, INC.",1200 W 35TH ST  302,CHICAGO,IL,60609,11.0,,11-,,1010,Limited Business License,602,Administrative Commercial Office,2863572,C_LOC,08/12/2022,08/12/2022,08/18/2022,N,08/19/2022,09/15/2024,08/18/2022,08/19/2022,AAI,,,41.830728826,-87.655813252,"(41.830728825995436, -87.65581325202945)"
2850,2835619-20220613,2835619,483653,1,TIAGO'S CAFE INC.,TIAGO'S CAFE,4211 W DIVISION ST 1,CHICAGO,IL,60651,37.0,,37-,,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2835619,ISSUE,03/02/2022,03/02/2022,03/02/2022,N,06/13/2022,06/15/2024,06/13/2022,06/13/2022,AAI,,,41.902473159,-87.73172626,"(41.9024731593717, -87.731726259734)"
2852,2738493-20220716,2849952,468552,1,ALCHEMY SHOUT LLC,ALCHEMY SHOUT,3437 N KEDVALE AVE 1,CHICAGO,IL,60641,30.0,,30-,,1010,Limited Business License,703,Advertising / Marketing / Sales Office,2738493,RENEW,,05/15/2022,06/11/2022,N,07/16/2022,07/15/2024,06/11/2022,06/13/2022,AAI,,,41.943825127,-87.731061083,"(41.943825126912614, -87.73106108335536)"
2896,2601142-20220616,2843206,332846,3,SOFIA MONIQUE CIVIL,SOFIA MONIQUE CIVIL,5842 S STONY ISLAND AVE  14G,CHICAGO,IL,60637,5.0,35.0,5-35,2.0,4406,Peddler License,968,"Combination - Street Performer and Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers",2601142,RENEW,,04/15/2022,06/13/2022,N,06/16/2022,06/15/2024,,06/13/2022,AAI,,,41.78842145,-87.58679144,"(41.78842145018713, -87.58679144029493)"
2899,2817257-20220616,2844623,428288,2,"JSSI PARTS, LLC","JSSI PARTS, LLC",167 N GREEN ST  1300,CHICAGO,IL,60607,27.0,,27-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2817257,RENEW,,04/15/2022,06/10/2022,N,06/16/2022,06/15/2024,06/10/2022,06/13/2022,AAI,,,41.885044177,-87.648475907,"(41.88504417665877, -87.64847590715003)"
2900,2256178-20230516,2898624,380803,1,JUST DESSERTS 4 YOU - MS. TITTLE'S CUPCAKES CORP.,JUST DESSERTS 4 YOU - MS. TITTLE'S CUPCAKES CORP.,7140 S HONORE ST,CHICAGO,IL,60636,17.0,40.0,17-40,7.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2256178,RENEW,,03/15/2023,05/22/2023,N,05/16/2023,05/15/2025,,05/22/2023,AAI,,,41.763622381,-87.669999482,"(41.76362238100978, -87.66999948221357)"
2910,2934742-20231023,2934742,501870,1,RED HOT CHILI EXPRESS LLC,RED HOT CHILI EXPRESS LLC,830 W SUPERIOR ST,CHICAGO,IL,60626,,,,,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2934742,ISSUE,10/05/2023,10/10/2023,10/10/2023,N,10/23/2023,11/15/2025,,10/23/2023,AAI,,29.0,41.895646504,-87.648854333,"(41.895646504075636, -87.64885433278305)"
2916,2851417-20220613,2851417,486644,1,CHRISTOPHER WILLIAM POWELL,CHRISTOPHER WILLIAM POWELL,6929 N LAKEWOOD AVE  2,CHICAGO,IL,60626,49.0,26.0,49-26,24.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2851417,ISSUE,06/13/2022,06/13/2022,06/13/2022,N,06/13/2022,06/15/2024,,06/13/2022,AAI,,24.0,42.00760012,-87.663570844,"(42.00760012035361, -87.66357084434068)"
2921,2851404-20220613,2851404,486634,1,GERALDINE MCCLINTON,GERALDINE MCCLINTON,2919 W 79TH ST 2 R,CHICAGO,IL,60652,18.0,,18-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2851404,ISSUE,06/12/2022,06/12/2022,06/12/2022,N,06/13/2022,06/15/2024,06/12/2022,06/13/2022,AAI,,,41.749682629,-87.695882226,"(41.74968262931409, -87.69588222593676)"
2924,2210793-20220716,2848532,373341,1,FLOOR CONNOISSEUR LLC,FLOOR CONNOISSEUR LLC,1529 W 104TH ST 1,CHICAGO,IL,60643,19.0,,19-,,4404,Regulated Business License,673,Home Repair Services,2210793,RENEW,,05/15/2022,06/11/2022,N,07/16/2022,07/15/2024,06/11/2022,06/13/2022,AAI,,,41.70479129,-87.660779354,"(41.70479129023946, -87.6607793542718)"
2926,2732917-20220616,2844880,468284,1,CASA SANDRA LLC,CASA SANDRA LLC,4520 N KEDZIE AVE 1 C,CHICAGO,IL,60625,33.0,,33-,,1010,Limited Business License,896 | 904 | 956,Skincare Services | Retail Sales of General Merchandise | Provide Waxing Services,2732917,RENEW,,04/15/2022,06/11/2022,N,06/16/2022,06/15/2024,06/11/2022,06/13/2022,AAI,,60.0,41.963656786,-87.708472227,"(41.96365678648244, -87.7084722268536)"
2927,2835618-20220613,2835618,483653,1,TIAGO'S CAFE INC.,TIAGO'S CAFE,4211 W DIVISION ST 1,CHICAGO,IL,60651,37.0,,37-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2835618,ISSUE,03/02/2022,03/02/2022,03/02/2022,N,06/13/2022,06/15/2024,06/13/2022,06/13/2022,AAI,,,41.902473159,-87.73172626,"(41.9024731593717, -87.731726259734)"
2936,2632127-20221116,2871482,432851,1,ASIL SL ONE LLC,STRETCHLAB LAKEVIEW,3601 N SOUTHPORT AVE,CHICAGO,IL,60613,44.0,,44-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2632127,RENEW,,09/15/2022,05/19/2023,N,11/16/2022,11/15/2024,05/19/2023,05/22/2023,AAI,,27.0,41.947161157,-87.663870702,"(41.947161157127624, -87.66387070218636)"
2951,2340424-20230316,2888195,217992,1,CHICAGO CHILDRENS MUSEUM,CHICAGO CHILDRENS MUSEUM,700 E GRAND AVE,CHICAGO,IL,60611,42.0,,42-,18.0,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2340424,RENEW,,01/15/2023,01/25/2023,N,03/16/2023,03/15/2025,03/17/2023,03/20/2023,AAI,,,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)"
2961,2840734-20220520,2840734,484462,1,HOPE IN DAY SPA INC.,MASSAGE BLISS AND BODYWORK,415 W HURON ST LOWER LEVEL L1,CHICAGO,IL,60654,42.0,,42-,,4404,Regulated Business License,745 | 904 | 998 | 999 | 1000,Provide Full Body Massage Services | Retail Sales of General Merchandise | Provide Foot Massage - Fully Clothed/No Disrobing | Provide Non-Invasive Cupping Therapy | Provide Chair Massage - Fully Clothed/No Disrobing,2840734,ISSUE,03/31/2022,03/31/2022,04/04/2022,N,05/20/2022,06/15/2024,05/20/2022,05/20/2022,AAI,,,41.894617361,-87.639190702,"(41.894617361219076, -87.63919070246291)"
2963,2813405-20230716,2910920,460151,2,THE ALLEY 7 LLC,THE ALLEY 7,2620 W FLETCHER ST 1,CHICAGO,IL,60618,35.0,,35-,,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2813405,RENEW,,05/15/2023,05/21/2023,N,07/16/2023,07/15/2025,05/21/2023,05/22/2023,AAI,,,41.938655447,-87.693793775,"(41.938655447015535, -87.69379377466427)"
2973,2744648-20220916,2861955,468992,1,"JBP FOOD MART, INC.",SHELL,1134-1158 N CICERO AVE,CHICAGO,IL,60651,37.0,,37-,,1275,Filling Station,627 | 666 | 767 | 904,Operation of an Automatic Car Wash | Operation of a Fuel Filling Station | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of General Merchandise,2744648,RENEW,,07/15/2022,07/27/2022,N,09/16/2022,09/15/2024,07/27/2022,07/28/2022,AAI,,,41.901478515,-87.746098445,"(41.90147851512133, -87.7460984451327)"
2975,2867629-20220822,2867629,488983,1,ELEONORE F. ZURAWSKI,ELEONORE F. ZURAWSKI,3501 N DAMEN AVE  2F,CHICAGO,IL,60618,47.0,47.0,47-47,19.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2867629,ISSUE,08/22/2022,08/22/2022,08/22/2022,N,08/22/2022,09/15/2024,,08/22/2022,AAI,,,41.945084734,-87.678357773,"(41.945084733538906, -87.67835777321096)"
2984,2907139-20230522,2907139,497286,1,SABE A ZULIA RESTAURANT CORP,SABE A ZULIA,2114 W DIVISION ST 1ST,CHICAGO,IL,60622,1.0,,1-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2907139,ISSUE,05/11/2023,05/11/2023,05/12/2023,N,05/22/2023,06/15/2025,05/20/2023,05/22/2023,AAI,,33.0,41.903245759,-87.680355265,"(41.90324575893042, -87.68035526472148)"
2986,2786573-20230616,2905546,475170,1,DANIEL SANCHEZ,DANIEL SANCHEZ,4100 S ASHLAND AVE OUTDOOR 1050,CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2786573,RENEW,,04/15/2023,05/21/2023,N,06/16/2023,06/15/2025,05/21/2023,05/22/2023,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
3000,2867589-20220822,2867589,488939,1,THE HARRIS WARD GROUP LLC,THE HARRIS WARD GROUP,10340 S WESTERN AVE 2 2E,CHICAGO,IL,60643,19.0,,19-,,1010,Limited Business License,659,Financial and Accounting Services,2867589,ISSUE,08/19/2022,08/19/2022,08/19/2022,N,08/22/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,20.0,41.705151443,-87.681729174,"(41.70515144283417, -87.68172917412151)"
3008,2867529-20220822,2867529,488893,1,ERIC HUGHES,ERIC HUGHES,4100 S ASHLAND AVE OUTDOOR 500,CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2867529,ISSUE,08/18/2022,08/18/2022,08/19/2022,N,08/22/2022,09/15/2024,08/19/2022,08/22/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
3009,2753765-20221016,2867049,470453,1,KISSHAIR FASHION INC,KISSHAIR FASHION INC,4638 W DIVERSEY AVE,CHICAGO,IL,60639,31.0,,31-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2753765,RENEW,,08/15/2022,08/21/2022,N,10/16/2022,10/15/2024,08/21/2022,08/22/2022,AAI,,,41.931683177,-87.74348661,"(41.93168317744235, -87.74348660952069)"
3018,2657891-20220616,2843278,342128,5,"CUMBERLAND THERAPY SERVICES, LLC",THE STEPPING STONES GROUP,123 N WACKER DR  1150,CHICAGO,IL,60606,42.0,,42-,,1010,Limited Business License,703,Advertising / Marketing / Sales Office,2657891,RENEW,,04/15/2022,06/13/2022,N,06/16/2022,06/15/2024,06/13/2022,06/14/2022,AAI,,,41.883748217,-87.636661838,"(41.883748216941356, -87.6366618383099)"
3027,2469649-20220616,2844321,406866,1,CHICAGO CUSTOM CAKES LLC,CHICAGO CUSTOM CAKES LLC,1841 W BERENICE AVE  2,CHICAGO,IL,60613,47.0,29.0,47-29,19.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2469649,RENEW,,04/15/2022,06/14/2022,N,06/16/2022,06/15/2024,,06/14/2022,AAI,,38.0,41.951353026,-87.675717779,"(41.951353026038944, -87.67571777851069)"
3031,2851371-20220614,2851371,484485,2,"DUX INTERIORS, INCORPORATED",DUXIANA,447 N WELLS ST,CHICAGO,IL,60654,42.0,,42-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2851371,ISSUE,06/10/2022,06/10/2022,06/13/2022,N,06/14/2022,04/15/2024,06/13/2022,06/14/2022,AAI,,,41.890603305,-87.633897303,"(41.89060330525798, -87.63389730281477)"
3036,2835241-20220616,2842324,69621,8,AMERICAN INDIAN HEALTH SERVICE OF CHICAGO,AMERICAN INDIAN HEALTH SERVICE OF CHICAGO,4320 W MONTROSE AVE,CHICAGO,IL,60641,39.0,,39-,,1010,Limited Business License,602,Administrative Commercial Office,2835241,RENEW,,04/15/2022,06/14/2022,N,06/16/2022,06/15/2024,06/14/2022,06/14/2022,AAI,,,41.960962235,-87.736600436,"(41.96096223513483, -87.73660043556288)"
3046,2907107-20230522,2907107,497270,1,KEIAHN HARRIS,KEIAHN HARRIS,401 N MICHIGAN AVE  1200,CHICAGO,IL,60611,42.0,,42-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2907107,ISSUE,05/11/2023,05/11/2023,05/11/2023,N,05/22/2023,06/15/2025,05/19/2023,05/22/2023,AAI,,,41.889354252,-87.624102456,"(41.88935425192819, -87.62410245624348)"
3060,2863407-20230320,2863407,488475,1,PRETTYBOY CAFE LLC,ESTEREO FULTON,1001 W FULTON MARKET   1ST,CHICAGO,IL,60607,27.0,,27-,,1006,Retail Food Establishment,1050,Preparation and Sale of Coffee and/or Drinks,2863407,ISSUE,08/09/2022,08/09/2022,08/09/2022,Y,03/20/2023,04/15/2025,03/20/2023,03/20/2023,AAI,,,41.886628801,-87.652228728,"(41.88662880065414, -87.6522287277881)"
3064,2342340-20220716,2848898,391987,1,MAYRA ARROYO PEREZ,MAYRA ARROYO-PEREZ,3930 W 83RD ST,CHICAGO,IL,60652,18.0,11.0,18-11,8.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2342340,RENEW,,05/15/2022,06/14/2022,N,07/16/2022,07/15/2024,,06/14/2022,AAI,,,41.742308592,-87.720502911,"(41.742308591808175, -87.72050291141267)"
3080,2850931-20220614,2850931,486412,1,CHEF ALEXANDER CARTER LLC,POT-POTS,360 E SOUTH WATER ST 27TH 2709,CHICAGO,IL,60601,42.0,40.0,42-40,1.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2850931,ISSUE,06/03/2022,06/03/2022,06/03/2022,N,06/14/2022,06/15/2024,,06/14/2022,AAI,,,41.886617534,-87.618671673,"(41.88661753412504, -87.6186716725787)"
3085,2846301-20220614,2846301,485760,1,"BEE TATTOO, INC","BEE TATTOO, INC",4206 W MONTROSE AVE,CHICAGO,IL,60641,39.0,,39-,,4404,Regulated Business License,828,Tattoo / Permanent Body Art and Make-Up / Micro Blading,2846301,ISSUE,05/12/2022,05/12/2022,05/12/2022,N,06/14/2022,06/15/2024,06/13/2022,06/14/2022,AAI,,,41.960998464,-87.733043848,"(41.96099846437473, -87.7330438476352)"
3097,2851028-20220614,2851028,486452,1,SAUL DE LA CRUZ,SAUL DE LA CRUZ,4100 S ASHLAND AVE OUTDOOR 1080,CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2851028,ISSUE,06/03/2022,06/03/2022,06/13/2022,N,06/14/2022,06/15/2024,06/13/2022,06/14/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
3102,2601290-20220616,2844586,428019,1,RENEE Y. WHITE,RENEE Y. WHITE,7658 S LAFAYETTE AVE,CHICAGO,IL,60620,6.0,19.0,6-19,6.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2601290,RENEW,,04/15/2022,06/14/2022,N,06/16/2022,06/15/2024,,06/14/2022,AAI,,,41.75460352,-87.626361287,"(41.754603520247784, -87.62636128688027)"
3104,2911926-20230522,2911926,497599,1,ERNESTO SANTANA,ERNESTO SANTANA,4320 S TALMAN AVE,CHICAGO,IL,60632,12.0,9.0,12-9,9.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2911926,ISSUE,05/22/2023,05/22/2023,05/22/2023,N,05/22/2023,06/15/2025,,05/22/2023,AAI,,,41.814947559,-87.69087992,"(41.814947559392785, -87.69087991957751)"
3131,2895610-20230320,2895610,494331,1,BOA CLEANERS INC.,BOA CLEANERS,3059 N SOUTHPORT AVE,CHICAGO,IL,60657,32.0,,32-,,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,2895610,ISSUE,02/21/2023,02/21/2023,03/19/2023,N,03/20/2023,04/15/2025,03/19/2023,03/20/2023,AAI,,27.0,41.93789857,-87.663606521,"(41.937898569907176, -87.66360652135506)"
3151,2850953-20220614,2850953,486424,1,MYPLANET LIVING CENTER LLC,MYPLANET LIVING CENTER LLC,900 N MICHIGAN AVE 4 L4-1,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2850953,ISSUE,06/03/2022,06/03/2022,06/13/2022,N,06/14/2022,06/15/2024,06/13/2022,06/14/2022,AAI,,,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)"
3168,2867590-20220822,2867590,488940,1,STARTUP FOUNDER DAILY LLC,STARTUP FOUNDER DAILY,1 E ERIE ST  525-5300,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,703 | 747 | 1089,Advertising / Marketing / Sales Office | Publishing Services | Multi-Media Services,2867590,ISSUE,08/19/2022,08/19/2022,08/21/2022,N,08/22/2022,09/15/2024,08/21/2022,08/22/2022,AAI,,,41.893964268,-87.62806283,"(41.89396426830079, -87.62806283000644)"
